lot_number,VAX_MANU,reports,serious_reports,deaths,total_doses_shipped,reports_per_million,serious_per_million,deaths_per_million,source_rows,source_files,source_sheets
33036BD,PFIZER\BIONTECH,386,45.0,4.0,10252153.0,37.65,4.39,0.39,5354,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FW1330,PFIZER\BIONTECH,61,1.0,0.0,232483.0,262.38,4.3,0.0,600,2023-00157-A-PHS-New-data-set.xlsx,#3 Data; Part2
FP7140,PFIZER\BIONTECH,537,10.0,1.0,2342823.0,229.21,4.27,0.43,6416,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2; Part2
FT9142,PFIZER\BIONTECH,1280,39.0,2.0,9218113.0,138.86,4.23,0.22,44842,2023-00157-A-PHS-New-data-set.xlsx,#3 Data; Part2
33025BD,PFIZER\BIONTECH,409,37.0,4.0,8837557.0,46.28,4.19,0.45,3964,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FP7141,PFIZER\BIONTECH,480,7.0,0.0,1915604.0,250.57,3.65,0.0,5501,2023-00157-A-PHS-New-data-set.xlsx,#3 Data; Part2
FK5127,PFIZER\BIONTECH,3364,131.0,4.0,42937475.0,78.35,3.05,0.09,60914,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FK5618,PFIZER\BIONTECH,2543,106.0,6.0,36366750.0,69.93,2.91,0.16,42600,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FL0007,PFIZER\BIONTECH,1794,79.0,1.0,41523590.0,43.2,1.9,0.02,136693,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FL2757,PFIZER\BIONTECH,1113,10.0,0.0,5400838.0,206.08,1.85,0.0,30238,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2; Part2
FL8095,PFIZER\BIONTECH,1438,32.0,4.0,21894549.0,65.68,1.46,0.18,108305,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FL8094,PFIZER\BIONTECH,1409,26.0,0.0,21745482.0,64.8,1.2,0.0,102495,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx; 22-01272-Pfizer-Shipped-2022-0426.xlsx; Amended-22-01962-Pfizer-2022-0426-pulled-2022-0823.xlsx,#3 Data; B2; C-Domestic; C2; Part2; Source File
FT1551,PFIZER\BIONTECH,420,2.0,0.0,2786519.0,150.73,0.72,0.0,16105,2023-00157-A-PHS-New-data-set.xlsx,#3 Data; Part2
301358,PFIZER\BIONTECH,7,0.0,0.0,11892.0,588.63,0.0,0.0,88,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2
301458,PFIZER\BIONTECH,3,0.0,0.0,11319.0,265.04,0.0,0.0,85,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2
302308D,PFIZER\BIONTECH,5,0.0,0.0,10896.0,458.88,0.0,0.0,50,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2
EW0175H,PFIZER\BIONTECH,16,0.0,0.0,28647.0,558.52,0.0,0.0,8,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2
EW0179H,PFIZER\BIONTECH,9,0.0,0.0,20572.0,437.49,0.0,0.0,19,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2
EW0185H,PFIZER\BIONTECH,12,0.0,0.0,22797.0,526.39,0.0,0.0,16,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2
EW8736,PFIZER\BIONTECH,7,0.0,0.0,10716.0,653.23,0.0,0.0,49,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2
FBER8735,PFIZER\BIONTECH,4,0.0,0.0,23019.0,173.77,0.0,0.0,12,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2
FK5217,PFIZER\BIONTECH,14,0.0,0.0,13010.0,1076.1,0.0,0.0,83,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2
FL00007,PFIZER\BIONTECH,19,0.0,0.0,11631.0,1633.57,0.0,0.0,100,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2
FW1333,PFIZER\BIONTECH,37,0.0,0.0,147091.0,251.54,0.0,0.0,433,2023-00157-A-PHS-New-data-set.xlsx,#3 Data; Part2
HREP7533,PFIZER\BIONTECH,1,0.0,0.0,43752.0,22.86,0.0,0.0,8,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2
HRER8727,PFIZER\BIONTECH,1,0.0,0.0,10428.0,95.9,0.0,0.0,4,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2
HREW0151,PFIZER\BIONTECH,1,0.0,0.0,25659.0,38.97,0.0,0.0,3,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2
HREW0158,PFIZER\BIONTECH,1,0.0,0.0,68094.0,14.69,0.0,0.0,9,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2
LOTER8730,PFIZER\BIONTECH,1,0.0,0.0,85596.0,11.68,0.0,0.0,9,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2
FLOOO7,PFIZER\BIONTECH,4,0.0,0.0,10646.0,375.73,0.0,0.0,76,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2
FG3257,PFIZER\BIONTECH,6,0.0,0.0,12054.0,497.76,0.0,0.0,55,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2
FA3180,PFIZER\BIONTECH,7,0.0,0.0,17950.0,389.97,0.0,0.0,50,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2
FBEW0171,PFIZER\BIONTECH,1,0.0,0.0,13272.0,75.35,0.0,0.0,4,2023-00157-A-PHS-New-data-set.xlsx; 22-01271-Pfizer-2022-0426.xlsx,#3 Data; C2
